GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0500000US17099,17099,"LaSalle County, Illinois",44753,1080,36192,1811,299,182,26784,1711,3497,659,619,412,905,377,7656,1340
0500000US17111,17111,"McHenry County, Illinois",110717,1470,102059,1793,568,354,86008,2341,8508,1261,1277,653,866,388,7792,1257
0500000US17113,17113,"McLean County, Illinois",65644,1378,54808,1998,213,154,44127,2038,2937,650,122,89,3075,920,7761,1270
0500000US17115,17115,"Macon County, Illinois",44002,1353,35623,1459,188,176,29041,1503,2784,694,2657,757,956,450,7423,1077
0500000US17119,17119,"Madison County, Illinois",105465,2808,88205,2914,655,379,72439,3332,6848,1299,1196,579,2747,927,14513,1564
0500000US17143,17143,"Peoria County, Illinois",73209,1808,56913,1963,760,388,43588,2042,4660,973,464,302,2011,565,14285,1469
0500000US17161,17161,"Rock Island County, Illinois",60206,1162,49524,1832,186,142,39167,2030,4907,940,774,405,1437,498,9245,1531
0500000US17163,17163,"St. Clair County, Illinois",104782,2295,79292,2722,474,261,59489,2879,6224,1245,973,399,5170,1594,20320,2129
0500000US17167,17167,"Sangamon County, Illinois",82959,1528,67735,2019,399,208,55418,2244,6785,1101,3216,1052,2974,950,12250,1336
0500000US17179,17179,"Tazewell County, Illinois",56051,919,46591,1515,355,259,34980,1971,2391,735,456,290,963,403,8497,1354
0500000US17183,17183,"Vermilion County, Illinois",31928,1221,24566,1322,231,210,15789,1099,2799,732,412,214,767,345,6595,871
0500000US17197,17197,"Will County, Illinois",228068,2414,203322,3067,883,490,177012,3635,13805,1450,1394,469,2649,735,22097,2023
0500000US17199,17199,"Williamson County, Illinois",26761,1084,20194,1381,223,162,12817,1409,2448,671,302,207,296,216,6271,1163
0500000US17201,17201,"Winnebago County, Illinois",114996,1992,94323,2396,621,272,73508,2704,5821,969,986,435,2836,578,17837,1739
0500000US18003,18003,"Allen County, Indiana",142762,2009,120188,2686,470,222,99276,3026,5947,1023,1668,756,2941,784,19633,2115
0500000US18005,18005,"Bartholomew County, Indiana",31626,953,25650,1354,107,111,21893,1510,2494,800,873,578,977,498,4999,1103
0500000US18019,18019,"Clark County, Indiana",42498,1548,34010,1763,103,118,28599,2010,3327,879,158,161,1139,506,7349,1372
0500000US18035,18035,"Delaware County, Indiana",46720,1458,36379,1929,309,231,28025,1861,3070,861,659,404,2055,780,8286,1205
0500000US18039,18039,"Elkhart County, Indiana",72487,1467,56088,2382,602,293,43520,2414,5303,1187,367,294,1884,788,14515,1819
0500000US18043,18043,"Floyd County, Indiana",29199,967,22609,1338,121,143,18748,1207,1665,523,375,223,1009,490,5581,1005
0500000US18053,18053,"Grant County, Indiana",26528,1025,17390,1269,333,194,12383,1253,1538,529,309,203,3109,947,6029,1055
0500000US18057,18057,"Hamilton County, Indiana",118521,1707,111419,2225,376,271,100018,2494,7684,1483,668,385,1150,649,5952,1301
0500000US18059,18059,"Hancock County, Indiana",27968,810,22874,1314,165,207,19706,1400,1242,714,347,347,374,277,4720,1080
0500000US18063,18063,"Hendricks County, Indiana",58677,1238,51084,1988,399,278,45723,2158,6478,1704,378,298,1850,995,5743,1296
0500000US18067,18067,"Howard County, Indiana",34195,1167,27759,1268,268,208,21864,1261,2434,760,111,131,1143,475,5293,879
0500000US18081,18081,"Johnson County, Indiana",54542,1630,46095,2446,468,324,39178,2401,3543,887,717,524,1182,567,7265,1648
0500000US18085,18085,"Kosciusko County, Indiana",30494,1012,23882,1400,188,137,18732,1484,2504,721,129,105,557,289,6055,1074
0500000US18089,18089,"Lake County, Indiana",185575,2341,148271,3302,1233,550,122880,3531,10415,1636,2800,840,4485,1072,32819,2406
0500000US18091,18091,"LaPorte County, Indiana",42074,1553,34086,2071,141,146,26492,1850,3494,800,161,167,702,437,7286,1374
0500000US18095,18095,"Madison County, Indiana",50964,1484,40301,1503,364,269,29887,1751,2647,581,467,274,1716,680,8947,1116
0500000US18097,18097,"Marion County, Indiana",368349,3531,291303,5423,752,316,218578,5482,17426,1771,2925,718,10399,2024,66647,3706
0500000US18105,18105,"Monroe County, Indiana",54513,1571,45808,1811,324,272,39792,1939,2447,770,526,363,2601,806,6104,1136
0500000US18109,18109,"Morgan County, Indiana",25881,941,21886,1372,194,184,14970,1498,3793,1054,483,290,488,309,3507,1047
0500000US18127,18127,"Porter County, Indiana",62986,1607,52883,2321,278,212,47038,2569,2960,756,530,313,881,404,9222,1495
0500000US18141,18141,"St. Joseph County, Indiana",97071,2206,73684,2950,493,248,61112,2990,5983,1068,690,365,2283,797,21104,2031
0500000US18157,18157,"Tippecanoe County, Indiana",68405,1780,57776,2157,145,200,49508,2220,2902,780,553,418,2494,806,8135,1616
0500000US18163,18163,"Vanderburgh County, Indiana",74968,1879,58127,2439,65,93,48830,2352,3370,830,453,332,2037,776,14804,1877
0500000US18167,18167,"Vigo County, Indiana",40328,1505,33347,1654,424,281,25410,1674,3195,780,277,316,1045,424,5936,1003
0500000US18177,18177,"Wayne County, Indiana",26538,1149,18832,1471,294,261,14003,1457,2467,557,126,129,1084,515,6622,1228
0500000US19013,19013,"Black Hawk County, Iowa",52479,1390,42069,1668,300,208,35838,1664,2433,542,287,262,1646,497,8764,1095
0500000US19049,19049,"Dallas County, Iowa",33180,729,29476,1208,115,110,24790,1434,2216,546,222,194,759,354,2945,915
0500000US19061,19061,"Dubuque County, Iowa",37710,1062,31604,1350,286,199,24673,1464,4919,913,307,198,1188,458,4918,823
0500000US19103,19103,"Johnson County, Iowa",57217,1936,50760,2032,212,219,43083,2288,3650,836,264,217,1741,583,4716,1020
0500000US19113,19113,"Linn County, Iowa",89173,2138,74060,2694,554,274,63716,2479,5628,953,785,382,3472,1156,11641,1836
0500000US19153,19153,"Polk County, Iowa",182537,2636,157323,2772,1265,401,130875,3168,11593,1680,1213,474,4885,1063,20329,1857
0500000US19155,19155,"Pottawattamie County, Iowa",36094,1075,28005,1514,252,147,21805,1351,2625,669,220,156,2252,706,5837,944
0500000US19163,19163,"Scott County, Iowa",66527,1677,51355,1922,581,320,42187,1858,5316,944,941,531,1720,589,13452,1583
0500000US19169,19169,"Story County, Iowa",37350,985,28587,1488,190,155,24110,1537,2578,757,245,227,6074,1388,2689,682
0500000US19193,19193,"Woodbury County, Iowa",38637,1218,29798,1583,353,270,22423,1538,3091,688,290,306,2197,805,6642,1003
0500000US20015,20015,"Butler County, Kansas",24266,904,19930,1172,115,172,14432,1270,2870,748,188,167,715,383,3621,770
0500000US20045,20045,"Douglas County, Kansas",45572,1406,38345,1866,50,86,32137,2158,3415,1083,507,316,2303,977,4924,1494
0500000US20091,20091,"Johnson County, Kansas",225606,2066,208847,2746,493,270,186066,3329,7718,1209,1636,603,3423,800,13336,1837
0500000US20103,20103,"Leavenworth County, Kansas",27174,1049,21751,1396,163,168,15623,1405,2141,524,399,289,2152,930,3271,876
0500000US20161,20161,"Riley County, Kansas",25523,1501,22050,1768,0,174,19001,1706,1446,535,113,140,1451,883,2022,843
0500000US20173,20173,"Sedgwick County, Kansas",195815,2528,162493,3281,1048,407,128951,3759,10121,1475,1518,475,3358,945,29964,2710
0500000US20177,20177,"Shawnee County, Kansas",70101,1899,49421,2477,342,165,38892,2110,3738,713,737,378,5300,1451,15380,1754
0500000US20209,20209,"Wyandotte County, Kansas",58524,1266,43205,1488,165,147,35331,1565,1614,500,556,269,1776,548,13543,1502
0500000US21015,21015,"Boone County, Kentucky",46849,1034,42632,1599,0,190,38465,1819,2382,832,321,240,191,177,4026,1019
0500000US21029,21029,"Bullitt County, Kentucky",29037,876,23502,1276,0,190,20405,1369,1688,545,213,247,1359,743,4176,857
0500000US21037,21037,"Campbell County, Kentucky",36461,1248,30477,1508,488,333,24284,1589,1733,493,334,422,763,390,5221,1036
0500000US21047,21047,"Christian County, Kentucky",25121,1117,17529,1634,211,197,13202,1372,1871,508,316,185,1382,707,6210,1312
0500000US21059,21059,"Daviess County, Kentucky",39629,1153,32535,1405,173,191,25613,1743,2796,644,286,180,676,326,6418,1039
0500000US21067,21067,"Fayette County, Kentucky",127137,2102,109123,2362,119,151,96103,2630,4779,903,668,493,3874,969,14140,1655
0500000US21093,21093,"Hardin County, Kentucky",39684,1908,31710,2092,287,212,27437,2021,2164,694,160,160,2235,1050,5739,1246
0500000US21111,21111,"Jefferson County, Kentucky",314161,2817,265147,3598,674,292,221740,5115,12372,1618,2157,661,7298,1189,41716,2983
0500000US21117,21117,"Kenton County, Kentucky",63609,1297,55085,1574,136,168,47103,1843,2165,534,144,158,1809,763,6715,998
0500000US21145,21145,"McCracken County, Kentucky",28416,1100,21312,1558,0,190,16785,1642,1968,701,185,161,782,548,6322,1226
0500000US21151,21151,"Madison County, Kentucky",33633,1128,26245,1508,51,63,20784,1516,1656,553,395,226,1044,482,6344,1253
0500000US21185,21185,"Oldham County, Kentucky",21180,443,19408,820,74,102,17027,840,1973,542,70,90,561,369,1211,521
0500000US21227,21227,"Warren County, Kentucky",47444,1236,40559,1558,133,161,31720,1671,3419,823,70,102,1256,597,5629,978
0500000US22005,22005,"Ascension Parish, Louisiana",40950,1545,36185,1727,117,156,30598,1906,1582,712,262,234,1342,768,3423,984
0500000US22015,22015,"Bossier Parish, Louisiana",47458,1800,33191,2295,201,245,26157,2092,4343,965,1316,720,5474,1475,8793,1464
0500000US22017,22017,"Caddo Parish, Louisiana",96532,2351,67091,3508,495,358,47670,3394,6635,1393,817,531,3083,920,26358,2591
0500000US22019,22019,"Calcasieu Parish, Louisiana",77029,2177,55168,2353,175,183,46688,2514,3948,850,448,349,1867,718,19994,2411
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",163764,3551,133416,4254,104,126,108372,4492,10370,1771,816,496,6454,1362,23894,2630
0500000US22045,22045,"Iberia Parish, Louisiana",26240,1181,19290,1444,35,61,15021,1440,2198,770,178,235,754,456,6196,1274
0500000US22051,22051,"Jefferson Parish, Louisiana",170710,2318,128325,3596,585,328,110538,3488,10795,1674,1129,581,4504,1058,37881,2869
0500000US22055,22055,"Lafayette Parish, Louisiana",89130,2127,75599,2632,0,208,64491,2890,3128,898,568,376,2159,942,11372,1686
0500000US22057,22057,"Lafourche Parish, Louisiana",37199,999,28050,1398,0,208,23958,1698,1545,478,1491,630,923,397,8226,1135
0500000US22063,22063,"Livingston Parish, Louisiana",47479,1665,36591,2522,110,188,31635,2602,2633,718,85,124,3812,1304,7076,1470
0500000US22071,22071,"Orleans Parish, Louisiana",154355,2906,113935,3011,352,320,87800,2800,9606,1353,1228,464,4912,1096,35508,2099
0500000US22073,22073,"Ouachita Parish, Louisiana",54349,1840,38222,2119,121,196,27715,1832,4084,879,1150,588,1221,498,14906,1884
0500000US22079,22079,"Rapides Parish, Louisiana",47745,1868,36168,1867,105,119,28241,1966,4298,1113,630,439,1280,559,10297,1468
0500000US22097,22097,"St. Landry Parish, Louisiana",30302,1333,19479,1512,1182,573,10678,1460,1591,525,49,64,697,323,10126,1078
0500000US22103,22103,"St. Tammany Parish, Louisiana",92205,1838,78859,2496,63,109,67026,2570,5910,1156,507,313,2160,952,11186,1802
0500000US22105,22105,"Tangipahoa Parish, Louisiana",47756,1780,38626,2174,0,208,28251,2004,3909,884,523,391,1110,589,8020,1539
0500000US22109,22109,"Terrebonne Parish, Louisiana",40102,1546,30106,1764,259,274,25183,1839,2702,980,2626,916,814,448,9182,1579
0500000US23001,23001,"Androscoggin County, Maine",44917,1105,36776,1499,427,311,32935,1722,1049,432,347,208,1710,638,6431,1123
0500000US23003,23003,"Aroostook County, Maine",27514,916,18745,1099,331,147,15757,1104,1279,355,284,153,1982,469,6787,944
0500000US23005,23005,"Cumberland County, Maine",118049,2275,102602,2679,1019,620,88251,3094,3394,811,1348,599,4396,1190,11051,1558
0500000US23011,23011,"Kennebec County, Maine",47791,1833,39385,2045,293,185,34682,1865,1571,454,666,358,1189,465,7217,1210
0500000US23019,23019,"Penobscot County, Maine",60195,1491,50049,1713,658,245,42558,1793,3072,791,694,270,1953,614,8193,1128
0500000US23031,23031,"York County, Maine",82469,2561,69270,2742,939,571,61540,3191,2647,944,1486,716,2024,730,11175,1789
0500000US24001,24001,"Allegany County, Maryland",27608,1421,21237,1492,79,83,17634,1248,1587,444,293,238,801,379,5570,942
0500000US24003,24003,"Anne Arundel County, Maryland",206956,2933,188890,3427,127,127,173339,3762,6327,1301,2303,767,3635,1078,14431,1705
0500000US24005,24005,"Baltimore County, Maryland",312921,2473,269881,4177,1325,476,239644,4807,9743,1512,2356,836,9435,1592,33605,2377
0500000US24009,24009,"Calvert County, Maryland",32434,912,29037,1159,122,120,24870,1307,2230,644,452,271,588,360,2809,834
0500000US24013,24013,"Carroll County, Maryland",61661,973,52996,1489,694,320,41502,1712,4639,948,827,380,950,377,7715,1127
0500000US24015,24015,"Cecil County, Maryland",37296,1460,32473,1798,166,165,26100,1622,3637,1049,347,289,851,514,3972,915
0500000US24017,24017,"Charles County, Maryland",55929,1317,47727,1735,0,198,40890,1814,3318,708,420,257,1014,554,7188,1295
0500000US24021,24021,"Frederick County, Maryland",89800,1578,79469,1908,412,223,67256,1763,6352,967,897,338,1774,814,8557,1087
0500000US24025,24025,"Harford County, Maryland",91813,2011,80337,2266,430,296,70828,2769,4502,1167,678,325,1854,810,9622,1522
0500000US24027,24027,"Howard County, Maryland",112542,1721,105634,2308,123,148,98959,2544,2907,669,913,524,1898,957,5010,1084
0500000US24031,24031,"Montgomery County, Maryland",373346,2949,339621,4043,603,364,307812,4934,13456,1620,1523,519,8180,1432,25545,2095
0500000US24033,24033,"Prince George's County, Maryland",307816,2685,269912,3247,836,366,234035,3936,15419,1544,1993,575,6361,1412,31543,2373
0500000US24037,24037,"St. Mary's County, Maryland",41368,1136,32068,1754,309,270,26349,1860,2560,785,182,194,2682,983,6618,1408
0500000US24043,24043,"Washington County, Maryland",55824,1661,43266,2276,341,199,34327,2064,3167,912,539,433,1389,635,11169,1800
0500000US24045,24045,"Wicomico County, Maryland",36774,1554,29058,1693,230,206,23351,1742,1665,598,391,277,1182,440,6534,1326
0500000US24510,24510,"Baltimore city, Maryland",240761,4046,179901,4234,825,422,140682,4338,8305,1214,2964,923,11176,1523,49684,2752
0500000US25001,25001,"Barnstable County, Massachusetts",92582,3857,80110,3700,911,504,72043,3712,3387,776,687,373,2650,836,9822,1427
0500000US25003,25003,"Berkshire County, Massachusetts",54204,1712,45525,1965,365,195,38514,2002,2720,676,475,313,1097,480,7582,1246
0500000US25005,25005,"Bristol County, Massachusetts",214232,2316,175445,3568,483,276,154384,3678,4492,837,7416,1425,6630,1539,32157,2913
0500000US25009,25009,"Essex County, Massachusetts",289817,2773,248275,3801,996,477,223637,3722,7606,1455,1344,599,5535,1222,36007,3025
0500000US25011,25011,"Franklin County, Massachusetts",30868,736,25130,1043,313,172,21295,1074,2175,445,427,207,579,321,5159,872
0500000US25013,25013,"Hampden County, Massachusetts",178623,2137,141000,3073,991,407,120435,3098,4314,1012,6849,1490,5288,1217,32335,2421
0500000US25015,25015,"Hampshire County, Massachusetts",58167,1210,51322,1803,94,92,45165,1703,926,352,1299,739,1232,514,5613,1329
0500000US25017,25017,"Middlesex County, Massachusetts",593437,4076,525407,6012,1141,368,485888,5903,11194,1491,5198,1563,10947,1911,57083,3601
0500000US25021,25021,"Norfolk County, Massachusetts",260609,2715,234473,3321,718,419,214987,3723,4856,1049,2194,809,4637,1160,21499,2638
0500000US25023,25023,"Plymouth County, Massachusetts",184577,2667,161583,3362,340,265,145438,3391,4187,971,1773,791,3791,1089,19203,2405
0500000US25025,25025,"Suffolk County, Massachusetts",306790,3509,258826,4524,617,329,226966,5013,9001,1542,5307,1416,7848,1590,40116,3035
0500000US25027,25027,"Worcester County, Massachusetts",304833,2918,258160,4331,1377,524,224635,4481,11968,1446,1986,754,7357,1298,39316,3045
0500000US26005,26005,"Allegan County, Michigan",41995,1226,33141,1409,279,231,20819,1563,5233,896,752,578,778,283,8076,1010
0500000US26017,26017,"Bay County, Michigan",43876,1199,35970,1442,165,149,29050,1771,2677,513,301,229,577,281,7329,1015
0500000US26021,26021,"Berrien County, Michigan",62538,1519,48843,1641,417,202,38065,1806,5352,860,786,324,2112,740,11583,1218
0500000US26025,26025,"Calhoun County, Michigan",52888,1350,41314,1792,297,167,30448,1755,4191,742,531,304,756,381,10818,1327
0500000US26037,26037,"Clinton County, Michigan",28944,704,24748,708,287,186,19415,882,2725,553,422,179,856,318,3340,513
0500000US26045,26045,"Eaton County, Michigan",44666,837,37118,1299,270,181,28251,1436,3605,729,388,199,788,428,6760,1016
0500000US26049,26049,"Genesee County, Michigan",167171,2232,125160,3070,666,296,102914,3329,7506,1391,1119,337,7003,1485,35008,2731
0500000US26055,26055,"Grand Traverse County, Michigan",37252,1261,31016,1643,356,256,26255,1601,1660,614,285,239,979,463,5257,1086
0500000US26065,26065,"Ingham County, Michigan",111779,1888,91611,2758,260,171,76468,2825,5610,855,1114,396,3687,804,16481,1962
0500000US26073,26073,"Isabella County, Michigan",23920,955,18507,1189,96,92,14114,1156,2276,458,499,274,2157,649,3256,703
0500000US26075,26075,"Jackson County, Michigan",59993,1688,47787,1854,230,182,36481,2225,2993,781,1013,449,1919,623,10287,1514
0500000US26077,26077,"Kalamazoo County, Michigan",102336,1841,87703,2154,239,192,73694,2316,4369,768,1029,499,4116,981,10517,1294
0500000US26081,26081,"Kent County, Michigan",238472,2322,206959,3229,356,254,174795,3909,12589,1583,2808,776,5415,1308,26098,2438
0500000US26087,26087,"Lapeer County, Michigan",33178,923,26239,1223,335,210,17402,1182,4467,674,325,183,1574,560,5365,884
0500000US26091,26091,"Lenawee County, Michigan",37781,1320,31326,1489,625,264,24019,1389,3427,667,265,168,627,282,5828,825
0500000US26093,26093,"Livingston County, Michigan",70787,1244,61716,1505,267,176,52427,1681,6557,1103,389,199,1417,576,7654,1129
0500000US26099,26099,"Macomb County, Michigan",342255,3004,289547,4584,521,270,250503,4926,11919,1385,2417,853,9264,1504,43444,3186
0500000US26103,26103,"Marquette County, Michigan",25822,873,20272,1146,103,100,16831,1128,956,296,385,207,1101,368,4449,716
0500000US26111,26111,"Midland County, Michigan",34381,705,28544,1044,652,502,22269,1206,2169,562,565,394,485,247,5352,866
0500000US26115,26115,"Monroe County, Michigan",58789,1096,48821,1716,349,183,40982,1807,3424,864,234,212,1655,669,8313,1268
0500000US26121,26121,"Muskegon County, Michigan",65437,1620,51033,1887,524,239,40204,1787,4404,900,661,286,2031,655,12373,1359
0500000US26125,26125,"Oakland County, Michigan",500750,3647,444302,4765,1570,535,389972,5049,23800,1972,2636,849,8195,1459,48253,2997
0500000US26139,26139,"Ottawa County, Michigan",100425,1475,87305,2015,742,316,71813,2499,6671,1256,536,294,2798,760,10322,1452
0500000US26145,26145,"Saginaw County, Michigan",78494,1405,61234,1705,145,144,47711,2051,4762,886,676,296,2020,585,15240,1424
0500000US26147,26147,"St. Clair County, Michigan",65681,1350,52940,1769,446,234,39363,1912,4372,672,933,422,1935,507,10806,1221
0500000US26155,26155,"Shiawassee County, Michigan",28071,602,22289,1006,144,116,16908,1204,1770,446,228,149,787,465,4995,776
0500000US26159,26159,"Van Buren County, Michigan",29337,1095,21674,1266,105,92,14749,1186,2731,527,240,113,973,527,6690,952
0500000US26161,26161,"Washtenaw County, Michigan",140079,1822,124310,2055,356,186,106978,2434,7011,1359,1409,421,4070,761,11699,1540
0500000US26163,26163,"Wayne County, Michigan",677208,5301,505697,6112,2674,787,410808,5892,31108,2246,3716,842,31746,2526,139765,4901
0500000US27003,27003,"Anoka County, Minnesota",126477,1009,111912,1865,1388,387,86857,2548,8065,1164,840,394,1880,515,12685,1696
0500000US27013,27013,"Blue Earth County, Minnesota",25687,603,21473,916,148,130,18323,1038,1538,494,230,158,1192,439,3022,655
0500000US27019,27019,"Carver County, Minnesota",36784,383,33740,729,362,230,28567,973,2957,641,272,173,364,234,2680,574
0500000US27037,27037,"Dakota County, Minnesota",159765,1427,143100,2174,384,218,127526,2653,9707,1369,1490,505,3590,785,13075,1814
0500000US27053,27053,"Hennepin County, Minnesota",502061,3716,429693,4374,1714,475,384463,4238,25125,2297,5412,1080,16396,1935,55972,3328
0500000US27109,27109,"Olmsted County, Minnesota",61357,1001,53122,1494,270,160,45634,1677,3476,683,279,149,1854,461,6381,1036
0500000US27123,27123,"Ramsey County, Minnesota",208743,1912,179112,2593,845,322,147183,3185,9562,1381,2073,736,4672,926,24959,2001
0500000US27131,27131,"Rice County, Minnesota",22895,782,18710,900,149,172,14161,986,1464,340,185,109,633,371,3552,692
0500000US27137,27137,"St. Louis County, Minnesota",85170,1615,66863,2034,723,300,48138,1918,9006,1203,1000,311,2892,930,15415,1582
0500000US27139,27139,"Scott County, Minnesota",48237,999,44190,1258,334,259,38904,1625,5053,1097,265,281,757,487,3290,731
0500000US27141,27141,"Sherburne County, Minnesota",31574,1131,27822,1326,444,295,22528,1598,2477,746,428,488,931,573,2821,966
0500000US27145,27145,"Stearns County, Minnesota",58656,1176,49918,1525,647,284,38834,1587,4529,686,1479,564,2445,730,6293,893
0500000US27163,27163,"Washington County, Minnesota",92384,1457,84154,1739,408,224,74144,2016,6071,1051,847,404,1120,414,7110,1050
0500000US27171,27171,"Wright County, Minnesota",47571,681,40979,1122,234,129,32174,1556,4481,1008,954,482,1590,680,5002,903
0500000US28033,28033,"DeSoto County, Mississippi",61039,1235,52498,1593,209,284,40511,2004,6880,1387,442,270,1270,571,7271,1332
0500000US28035,28035,"Forrest County, Mississippi",28007,1273,20511,1502,0,213,14026,1492,1888,799,432,494,894,538,6602,1073
0500000US28047,28047,"Harrison County, Mississippi",75266,2338,57983,2850,188,203,42576,2712,4262,999,677,342,2022,1021,15261,1996
0500000US28049,28049,"Hinds County, Mississippi",91065,1798,73211,2253,106,108,50977,2664,5101,1089,600,354,1450,599,16404,1718
0500000US28059,28059,"Jackson County, Mississippi",51637,1850,39598,2369,77,91,31186,2284,3901,1045,658,410,1193,725,10846,1665
0500000US28067,28067,"Jones County, Mississippi",24901,1199,14087,1597,512,517,9112,1448,2041,669,291,266,1098,708,9716,1615
0500000US28075,28075,"Lauderdale County, Mississippi",28457,1463,19119,1590,0,213,13116,1636,1336,488,214,203,1700,665,7638,1238
0500000US28081,28081,"Lee County, Mississippi",33209,974,24771,1615,125,202,15643,1537,2291,754,190,147,566,308,7872,1324
0500000US28089,28089,"Madison County, Mississippi",38251,1372,30769,1683,0,213,24258,1863,3849,1129,462,403,1126,490,6356,1101
0500000US28121,28121,"Rankin County, Mississippi",56353,1338,46815,2069,0,213,35120,2413,5355,1523,1441,992,1143,683,8395,1509
0500000US29019,29019,"Boone County, Missouri",68848,1784,58897,2168,340,278,51059,2476,5360,1317,758,495,3161,891,6790,1507
0500000US29021,29021,"Buchanan County, Missouri",33971,1084,25345,1552,149,141,18885,1562,2113,621,196,133,964,489,7662,1175
0500000US29031,29031,"Cape Girardeau County, Missouri",29384,1149,25560,1434,162,178,17964,1575,3473,982,247,215,147,136,3677,978
0500000US29037,29037,"Cass County, Missouri",38983,788,32452,1560,225,149,24319,1762,4031,797,627,316,831,347,5700,1413
0500000US29043,29043,"Christian County, Missouri",30920,1059,26630,1302,107,127,18895,1391,3421,672,574,294,613,408,3677,905
0500000US29047,29047,"Clay County, Missouri",89398,1764,80222,2206,365,263,67740,2614,4888,976,1084,605,2498,906,6678,1261
0500000US29051,29051,"Cole County, Missouri",29995,1096,20114,1415,190,136,15704,1472,1846,560,405,315,3678,1104,6203,1105
0500000US29071,29071,"Franklin County, Missouri",40023,1199,32735,1497,363,287,21649,1665,4622,825,835,436,741,356,6547,1256
0500000US29077,29077,"Greene County, Missouri",121734,1955,97514,2605,382,274,71195,3007,9004,1665,1201,482,7150,1299,17070,1919
0500000US29095,29095,"Jackson County, Missouri",281910,3278,223689,4156,1163,527,180865,4270,13338,1657,3051,918,13383,1791,44838,3310
0500000US29097,29097,"Jasper County, Missouri",45730,1497,36152,1820,68,117,25357,2217,3083,839,1305,667,2587,933,6991,1206
0500000US29099,29099,"Jefferson County, Missouri",83754,1394,71700,1903,426,259,55893,2193,8232,1061,1304,603,1674,736,10380,1462
0500000US29165,29165,"Platte County, Missouri",37929,1025,33132,1424,77,63,27381,1446,2540,692,335,286,1510,662,3287,890
0500000US29183,29183,"St. Charles County, Missouri",143152,2185,127234,2520,802,306,114752,2682,9359,1364,674,341,2823,871,13095,1720
0500000US29187,29187,"St. Francois County, Missouri",24350,1203,18792,1449,68,121,11784,1357,2079,667,161,174,599,445,4959,959
0500000US29189,29189,"St. Louis County, Missouri",403271,3995,347565,5006,1220,448,298457,5389,22146,1943,2007,603,10005,1582,45701,3540
0500000US29510,29510,"St. Louis city, Missouri",139021,3248,103288,3164,190,144,86420,2996,5658,971,862,354,4993,987,30740,2702
0500000US30013,30013,"Cascade County, Montana",33759,967,25013,1410,113,117,19618,1437,2016,590,635,343,1788,623,6958,1111
0500000US30029,30029,"Flathead County, Montana",39279,1534,33250,1875,364,220,28728,2131,2530,834,621,442,1026,469,5003,1103
0500000US30031,30031,"Gallatin County, Montana",39644,1504,33513,1723,269,207,28334,1846,3560,750,207,126,1555,530,4576,1099
0500000US30049,30049,"Lewis and Clark County, Montana",27283,1043,23158,1352,280,239,19768,1451,2317,580,310,242,873,442,3252,926
0500000US30063,30063,"Missoula County, Montana",47725,1317,40525,1701,157,143,35410,1771,2769,867,803,847,1089,496,6111,1243
0500000US30111,30111,"Yellowstone County, Montana",65019,1450,54078,1728,350,215,45793,1842,4392,959,1082,534,2416,773,8525,1450
0500000US31055,31055,"Douglas County, Nebraska",214073,2230,179003,3167,1686,565,152233,3208,7852,1273,2006,740,5730,1341,29340,2466
0500000US31109,31109,"Lancaster County, Nebraska",122027,2130,105606,2665,310,217,90420,3168,6537,1365,1142,540,4098,1241,12323,1750
0500000US31153,31153,"Sarpy County, Nebraska",64863,949,57335,1346,71,122,52199,1489,3288,671,249,159,1475,639,6053,1014
0500000US32003,32003,"Clark County, Nevada",755258,5554,609797,7930,3021,734,508968,7627,46465,2772,5689,1057,22311,2165,123150,5610
0500000US32031,32031,"Washoe County, Nevada",174726,1883,144662,2900,591,369,123715,3149,12589,1455,1395,459,5955,1393,24109,2314
0500000US33005,33005,"Cheshire County, New Hampshire",29428,1274,24217,1533,305,211,20822,1514,1824,562,408,293,917,546,4294,844
0500000US33009,33009,"Grafton County, New Hampshire",33546,1576,27344,1710,299,228,22404,1700,2331,576,273,203,1564,611,4638,1092
0500000US33011,33011,"Hillsborough County, New Hampshire",158777,1766,141280,2340,597,275,125904,2752,4501,911,678,314,2888,823,14609,1878
0500000US33013,33013,"Merrimack County, New Hampshire",57531,1332,50169,1799,305,162,45340,1777,2090,498,933,420,1330,584,6032,1096
0500000US33015,33015,"Rockingham County, New Hampshire",119688,1929,106778,2445,523,294,97038,2823,2407,624,802,442,3545,1216,9365,1582
0500000US33017,33017,"Strafford County, New Hampshire",48351,1519,41450,1958,170,177,37875,1980,1726,653,679,554,1418,787,5483,1141
0500000US34001,34001,"Atlantic County, New Jersey",96777,2551,77387,2943,866,518,67265,2964,2884,819,663,412,2730,983,16660,1820
0500000US34003,34003,"Bergen County, New Jersey",337227,2888,303613,3605,611,409,276860,3768,8816,1227,1440,476,3860,824,29754,2193
0500000US34005,34005,"Burlington County, New Jersey",165862,1895,145755,2555,618,320,129476,2712,5566,851,777,363,3697,888,16410,2023
0500000US34007,34007,"Camden County, New Jersey",185512,2503,157664,3213,392,247,138687,3492,5182,1137,592,325,2937,761,24911,2271
