GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
0500000US28121,28121,"Rankin County, Mississippi",56353,1338,(X),(X),51435,1732,91.3,2.2,42334,2006,75.1,3.0,2689,852,4.8,1.5,46739,2084,82.9,2.9,6437,1379,11.4,2.5,32411,2295,57.5,3.9,219,197,0.4,0.4,2715,1123,4.8,2.0,0,213,0.0,0.3,4918,1238,8.7,2.2,46815,2069,83.1,3.0,0,213,0.0,0.3,46815,2069,83.1,3.0,41414,2158,73.5,3.2,6638,1423,11.8,2.6,35120,2413,62.3,3.9,5355,1523,9.5,2.6,9538,1665,16.9,3.0,5490,1338,(X),(X),0,213,0.0,3.4,3539,1035,64.5,11.1,1951,782,35.5,11.1,28225,2367,(X),(X),0,213,0.0,0.7,22408,2323,79.4,4.6,5817,1369,20.6,4.6,22638,1958,(X),(X),0,213,0.0,0.8,20868,1853,92.2,3.2,1770,767,7.8,3.2
0500000US29019,29019,"Boone County, Missouri",68848,1784,(X),(X),64413,1940,93.6,1.4,58884,2111,85.5,2.4,5532,1216,8.0,1.8,56370,2287,81.9,2.3,3520,1082,5.1,1.5,40323,2836,58.6,3.6,449,336,0.7,0.5,1037,470,1.5,0.7,0,187,0.0,0.2,4435,990,6.4,1.4,58897,2168,85.5,2.4,340,278,0.5,0.4,58557,2167,85.1,2.4,51342,2294,74.6,2.7,4437,1138,6.4,1.7,51059,2476,74.2,3.0,5360,1317,7.8,1.9,9951,1675,14.5,2.4,13242,1836,(X),(X),29,48,0.2,0.4,8649,1466,65.3,6.6,4564,1099,34.5,6.7,30894,2714,(X),(X),96,138,0.3,0.4,25832,2426,83.6,3.9,4966,1337,16.1,3.9,24712,2093,(X),(X),215,202,0.9,0.8,24076,2029,97.4,1.5,421,314,1.7,1.2
0500000US29021,29021,"Buchanan County, Missouri",33971,1084,(X),(X),28536,1397,84.0,2.9,23381,1501,68.8,3.8,2935,778,8.6,2.3,24081,1417,70.9,3.4,2712,814,8.0,2.4,16363,1499,48.2,4.1,616,274,1.8,0.8,719,355,2.1,1.0,9,15,0.0,0.1,5435,986,16.0,2.9,25345,1552,74.6,3.6,149,141,0.4,0.4,25196,1559,74.2,3.7,21546,1426,63.4,3.4,4626,927,13.6,2.6,18885,1562,55.6,4.1,2113,621,6.2,1.8,8626,1242,25.4,3.6,7362,1175,(X),(X),0,187,0.0,1.9,3882,977,52.7,8.8,3480,779,47.3,8.8,17478,1489,(X),(X),149,141,0.9,0.8,13115,1329,75.0,5.1,4214,976,24.1,4.9,9131,1113,(X),(X),0,187,0.0,1.6,8199,987,89.8,5.3,932,525,10.2,5.3
0500000US29031,29031,"Cape Girardeau County, Missouri",29384,1149,(X),(X),26531,1390,90.3,2.8,22376,1564,76.2,4.4,2816,758,9.6,2.6,22237,1630,75.7,4.2,2124,760,7.2,2.6,16690,1495,56.8,4.3,353,293,1.2,1.0,436,292,1.5,1.0,136,224,0.5,0.8,2853,803,9.7,2.8,25560,1434,87.0,3.4,162,178,0.6,0.6,25398,1467,86.4,3.4,21925,1624,74.6,4.5,4851,1118,16.5,3.6,17964,1575,61.1,5.1,3473,982,11.8,3.3,3824,992,13.0,3.4,5299,954,(X),(X),0,187,0.0,2.7,4108,927,77.5,8.2,1191,447,22.5,8.2,15524,1406,(X),(X),0,187,0.0,0.9,13435,1442,86.5,4.7,2089,734,13.5,4.7,8561,1153,(X),(X),162,178,1.9,2.1,7855,1182,91.8,4.8,544,398,6.4,4.6
0500000US29037,29037,"Cass County, Missouri",38983,788,(X),(X),35313,1318,90.6,2.8,30416,1660,78.0,3.9,2522,675,6.5,1.7,30752,1447,78.9,3.3,3078,818,7.9,2.1,22608,1602,58.0,3.9,392,291,1.0,0.7,1098,487,2.8,1.3,0,187,0.0,0.4,3670,1086,9.4,2.8,32452,1560,83.2,3.6,225,149,0.6,0.4,32227,1570,82.7,3.7,28467,1608,73.0,3.9,5239,1154,13.4,2.9,24319,1762,62.4,4.3,4031,797,10.3,2.1,6531,1430,16.8,3.6,3596,863,(X),(X),38,55,1.1,1.5,1577,510,43.9,11.2,1981,674,55.1,11.3,19484,1428,(X),(X),165,132,0.8,0.7,15780,1469,81.0,5.6,3539,1167,18.2,5.7,15903,1362,(X),(X),22,27,0.1,0.2,14870,1341,93.5,2.9,1011,482,6.4,3.0
0500000US29043,29043,"Christian County, Missouri",30920,1059,(X),(X),29105,1179,94.1,2.0,25561,1439,82.7,3.7,2844,832,9.2,2.6,24552,1393,79.4,3.5,2061,819,6.7,2.6,19229,1567,62.2,4.6,519,261,1.7,0.9,791,424,2.6,1.4,0,187,0.0,0.5,1815,614,5.9,2.0,26630,1302,86.1,3.1,107,127,0.3,0.4,26523,1305,85.8,3.1,23273,1584,75.3,4.3,5347,1224,17.3,3.9,18895,1391,61.1,4.0,3421,672,11.1,2.1,4290,987,13.9,3.1,3962,1084,(X),(X),0,187,0.0,3.6,2220,709,56.0,10.5,1742,658,44.0,10.5,16939,1548,(X),(X),107,127,0.6,0.7,14579,1539,86.1,4.3,2253,736,13.3,4.2,10019,1358,(X),(X),0,187,0.0,1.4,9724,1361,97.1,2.5,295,253,2.9,2.5
0500000US29047,29047,"Clay County, Missouri",89398,1764,(X),(X),84645,2036,94.7,1.1,75863,2394,84.9,2.0,8772,1311,9.8,1.5,72568,2327,81.2,1.9,5290,1236,5.9,1.4,55958,2783,62.6,2.6,675,364,0.8,0.4,2044,728,2.3,0.8,38,64,0.0,0.1,4753,994,5.3,1.1,80222,2206,89.7,1.7,365,263,0.4,0.3,79857,2206,89.3,1.7,71077,2353,79.5,2.1,8719,1384,9.8,1.6,67740,2614,75.8,2.3,4888,976,5.5,1.1,9176,1533,10.3,1.7,9945,1610,(X),(X),94,154,0.9,1.6,7027,1500,70.7,8.6,2824,888,28.4,8.3,41541,2672,(X),(X),197,168,0.5,0.4,36745,2477,88.5,2.5,4599,1069,11.1,2.4,37912,2365,(X),(X),74,125,0.2,0.3,36085,2199,95.2,1.9,1753,751,4.6,1.9
0500000US29051,29051,"Cole County, Missouri",29995,1096,(X),(X),26430,1256,88.1,2.5,21791,1433,72.6,4.1,3090,734,10.3,2.4,22657,1410,75.5,3.5,2802,987,9.3,3.2,17163,1571,57.2,5.0,51,68,0.2,0.2,587,369,2.0,1.2,0,187,0.0,0.5,3565,747,11.9,2.5,20114,1415,67.1,4.8,190,136,0.6,0.5,19924,1431,66.4,4.9,16922,1450,56.4,5.1,2879,877,9.6,3.0,15704,1472,52.4,4.8,1846,560,6.2,1.9,9881,1588,32.9,4.8,4228,1011,(X),(X),41,73,1.0,1.7,2113,636,50.0,11.6,2074,738,49.1,11.4,14819,1470,(X),(X),135,112,0.9,0.8,9203,1178,62.1,7.0,5481,1304,37.0,7.0,10948,1040,(X),(X),14,24,0.1,0.2,8608,983,78.6,6.6,2326,799,21.2,6.6
0500000US29071,29071,"Franklin County, Missouri",40023,1199,(X),(X),36018,1483,90.0,2.6,30230,1647,75.5,3.5,3389,812,8.5,2.0,31065,1679,77.6,3.4,3899,992,9.7,2.5,23226,1637,58.0,3.5,279,187,0.7,0.5,517,343,1.3,0.9,49,81,0.1,0.2,4005,1029,10.0,2.6,32735,1497,81.8,3.2,363,287,0.9,0.7,32372,1534,80.9,3.3,26445,1486,66.1,3.6,6388,1080,16.0,2.7,21649,1665,54.1,4.0,4622,825,11.5,2.0,7288,1344,18.2,3.2,5290,1303,(X),(X),0,187,0.0,2.7,3350,1092,63.3,12.3,1940,764,36.7,12.3,19889,1735,(X),(X),349,286,1.8,1.4,15909,1691,80.0,4.3,3631,856,18.3,4.2,14844,1520,(X),(X),14,23,0.1,0.2,13113,1382,88.3,4.9,1717,785,11.6,4.9
0500000US29077,29077,"Greene County, Missouri",121734,1955,(X),(X),110779,2235,91.0,1.2,93734,2727,77.0,2.0,9728,1399,8.0,1.1,95474,2509,78.4,1.7,11171,1757,9.2,1.4,66854,2863,54.9,2.3,1069,516,0.9,0.4,2301,652,1.9,0.5,41,68,0.0,0.1,10955,1481,9.0,1.2,97514,2605,80.1,1.8,382,274,0.3,0.2,97132,2659,79.8,1.9,84606,3052,69.5,2.1,20198,2030,16.6,1.7,71195,3007,58.5,2.3,9004,1665,7.4,1.4,24220,2248,19.9,1.8,26603,2146,(X),(X),116,188,0.4,0.7,16814,1852,63.2,4.6,9673,1420,36.4,4.5,65539,2912,(X),(X),222,174,0.3,0.3,52349,2833,79.9,2.5,12968,1718,19.8,2.5,29592,2382,(X),(X),44,73,0.1,0.2,27969,2372,94.5,2.0,1579,610,5.3,2.0
0500000US29095,29095,"Jackson County, Missouri",281910,3278,(X),(X),248788,3457,88.3,0.9,206094,4289,73.1,1.3,22505,2215,8.0,0.8,215558,4271,76.5,1.2,27565,2758,9.8,1.0,144285,4548,51.2,1.5,2263,590,0.8,0.2,7305,1264,2.6,0.4,0,187,0.0,0.1,33122,2566,11.7,0.9,223689,4156,79.3,1.2,1163,527,0.4,0.2,222526,4190,78.9,1.2,195016,4614,69.2,1.4,34075,2974,12.1,1.0,180865,4270,64.2,1.4,13338,1657,4.7,0.6,58221,3445,20.7,1.2,49374,2818,(X),(X),423,324,0.9,0.7,27820,2260,56.3,3.5,21131,2122,42.8,3.4,141678,4255,(X),(X),559,331,0.4,0.2,110774,3844,78.2,1.7,30345,2579,21.4,1.6,90858,3481,(X),(X),181,165,0.2,0.2,83932,3259,92.4,1.7,6745,1601,7.4,1.7
0500000US29097,29097,"Jasper County, Missouri",45730,1497,(X),(X),39684,1819,86.8,2.6,31757,2029,69.4,4.1,3695,822,8.1,1.8,34714,1754,75.9,3.0,5096,1447,11.1,3.1,24205,2146,52.9,4.4,281,201,0.6,0.4,433,284,0.9,0.6,0,187,0.0,0.3,6046,1219,13.2,2.6,36152,1820,79.1,3.1,68,117,0.1,0.3,36084,1826,78.9,3.2,30025,1710,65.7,3.5,8446,1706,18.5,3.6,25357,2217,55.4,4.7,3083,839,6.7,1.8,9578,1479,20.9,3.1,8742,1665,(X),(X),0,187,0.0,1.6,5777,1542,66.1,8.7,2965,770,33.9,8.7,25196,2178,(X),(X),68,117,0.3,0.5,19153,1944,76.0,4.3,5975,1201,23.7,4.2,11792,1467,(X),(X),0,187,0.0,1.2,11154,1352,94.6,3.9,638,481,5.4,3.9
0500000US29099,29099,"Jefferson County, Missouri",83754,1394,(X),(X),75943,1711,90.7,1.5,65896,2219,78.7,2.3,6574,1096,7.8,1.3,66427,2092,79.3,2.1,4535,921,5.4,1.1,51895,2362,62.0,2.6,799,407,1.0,0.5,1806,563,2.2,0.7,62,101,0.1,0.1,7811,1278,9.3,1.5,71700,1903,85.6,1.9,426,259,0.5,0.3,71274,1911,85.1,1.9,60692,2003,72.5,2.3,9606,1410,11.5,1.7,55893,2193,66.7,2.2,8232,1061,9.8,1.3,12054,1581,14.4,1.9,10104,1479,(X),(X),144,149,1.4,1.5,5454,1216,54.0,7.9,4506,987,44.6,8.2,42418,2235,(X),(X),282,224,0.7,0.5,35596,2377,83.9,2.7,6540,1111,15.4,2.6,31232,2169,(X),(X),0,187,0.0,0.5,30224,2197,96.8,1.4,1008,439,3.2,1.4
0500000US29165,29165,"Platte County, Missouri",37929,1025,(X),(X),35790,1121,94.4,1.5,32765,1507,86.4,3.1,3073,910,8.1,2.4,31783,1206,83.8,2.5,1918,773,5.1,2.0,25466,1550,67.1,4.1,93,85,0.2,0.2,814,393,2.1,1.0,0,187,0.0,0.4,2139,558,5.6,1.5,33132,1424,87.4,2.6,77,63,0.2,0.2,33055,1418,87.1,2.5,30342,1506,80.0,3.2,3912,871,10.3,2.3,27381,1446,72.2,3.2,2540,692,6.7,1.8,4797,961,12.6,2.6,2614,720,(X),(X),0,187,0.0,5.4,1490,575,57.0,14.7,1124,492,43.0,14.7,15269,1692,(X),(X),77,63,0.5,0.4,12887,1614,84.4,4.6,2305,745,15.1,4.6,20046,1668,(X),(X),0,187,0.0,0.7,18678,1615,93.2,3.2,1368,662,6.8,3.2
0500000US29183,29183,"St. Charles County, Missouri",143152,2185,(X),(X),135843,2426,94.9,0.8,126555,2526,88.4,1.3,12018,1512,8.4,1.0,117101,2561,81.8,1.4,5132,1143,3.6,0.8,101646,2726,71.0,1.7,862,401,0.6,0.3,2418,601,1.7,0.4,60,109,0.0,0.1,7309,1160,5.1,0.8,127234,2520,88.9,1.3,802,306,0.6,0.2,126432,2464,88.3,1.3,110929,2701,77.5,1.8,8717,1668,6.1,1.1,114752,2682,80.2,1.7,9359,1364,6.5,1.0,15918,1884,11.1,1.3,9759,1541,(X),(X),92,111,0.9,1.1,6361,1193,65.2,9.1,3306,1118,33.9,9.2,55525,3177,(X),(X),552,234,1.0,0.4,45835,3059,82.5,2.5,9138,1435,16.5,2.5,77868,2554,(X),(X),158,160,0.2,0.2,74236,2562,95.3,1.3,3474,1046,4.5,1.3
0500000US29187,29187,"St. Francois County, Missouri",24350,1203,(X),(X),20174,1304,82.9,3.4,15375,1384,63.1,5.2,1315,420,5.4,1.8,17778,1409,73.0,4.1,2745,981,11.3,3.8,12802,1470,52.6,5.6,441,318,1.8,1.3,299,226,1.2,0.9,0,187,0.0,0.6,4176,851,17.1,3.4,18792,1449,77.2,4.2,68,121,0.3,0.5,18724,1445,76.9,4.2,16120,1504,66.2,5.0,5309,1338,21.8,5.2,11784,1357,48.4,5.3,2079,667,8.5,2.7,5558,1021,22.8,4.2,5607,1021,(X),(X),0,187,0.0,2.5,3179,1005,56.7,13.1,2428,783,43.3,13.1,12672,1363,(X),(X),68,121,0.5,1.0,9704,1290,76.6,6.0,2900,815,22.9,5.9,6071,1074,(X),(X),0,187,0.0,2.4,5841,1077,96.2,3.3,230,202,3.8,3.3
0500000US29189,29189,"St. Louis County, Missouri",403271,3995,(X),(X),368153,4985,91.3,0.8,324874,5029,80.6,1.1,36716,2840,9.1,0.7,313381,5202,77.7,0.9,25642,2858,6.4,0.7,247641,5408,61.4,1.2,3959,982,1.0,0.2,9008,1343,2.2,0.3,259,240,0.1,0.1,35118,3172,8.7,0.8,347565,5006,86.2,0.9,1220,448,0.3,0.1,346345,5070,85.9,0.9,293501,4994,72.8,1.0,37523,3730,9.3,0.9,298457,5389,74.0,1.2,22146,1943,5.5,0.5,55706,3645,13.8,0.9,47921,3245,(X),(X),437,276,0.9,0.6,29712,2495,62.0,3.8,17772,2271,37.1,3.7,182245,4588,(X),(X),743,374,0.4,0.2,150917,4663,82.8,1.4,30585,2680,16.8,1.4,173105,4651,(X),(X),40,67,0.0,0.1,165716,4577,95.7,0.8,7349,1381,4.2,0.8
0500000US29510,29510,"St. Louis city, Missouri",139021,3248,(X),(X),116588,3056,83.9,1.2,91752,3285,66.0,1.9,8000,1137,5.8,0.8,103257,3250,74.3,1.5,17436,2305,12.5,1.6,64561,2763,46.4,1.9,2231,718,1.6,0.5,2007,497,1.4,0.4,0,187,0.0,0.1,22433,1770,16.1,1.2,103288,3164,74.3,1.7,190,144,0.1,0.1,103098,3182,74.2,1.7,86697,3190,62.4,1.9,13934,1794,10.0,1.3,86420,2996,62.2,1.7,5658,971,4.1,0.7,35733,2640,25.7,1.7,36851,2569,(X),(X),82,82,0.2,0.2,16949,1918,46.0,3.8,19820,1901,53.8,3.8,68102,3105,(X),(X),108,108,0.2,0.2,54074,2937,79.4,2.3,13920,1714,20.4,2.3,34068,1894,(X),(X),0,187,0.0,0.4,32075,1868,94.1,1.5,1993,523,5.9,1.5
0500000US30013,30013,"Cascade County, Montana",33759,967,(X),(X),27799,1214,82.3,2.8,24370,1399,72.2,3.6,4347,796,12.9,2.3,21358,1296,63.3,3.3,2201,651,6.5,1.9,17474,1278,51.8,3.5,452,325,1.3,1.0,883,432,2.6,1.3,0,168,0.0,0.3,5960,969,17.7,2.8,25013,1410,74.1,3.7,113,117,0.3,0.3,24900,1410,73.8,3.7,20238,1368,59.9,3.7,3566,754,10.6,2.2,19618,1437,58.1,4.0,2016,590,6.0,1.7,8746,1296,25.9,3.7,6818,1039,(X),(X),52,86,0.8,1.3,3762,850,55.2,9.7,3004,830,44.1,9.7,18179,1310,(X),(X),24,42,0.1,0.2,13085,1206,72.0,5.3,5070,1085,27.9,5.3,8762,959,(X),(X),37,61,0.4,0.7,8053,925,91.9,3.5,672,314,7.7,3.5
0500000US30029,30029,"Flathead County, Montana",39279,1534,(X),(X),35467,1723,90.3,2.4,32066,1785,81.6,3.0,5937,1030,15.1,2.6,26230,1755,66.8,3.5,1373,558,3.5,1.4,21513,1745,54.8,3.6,798,508,2.0,1.3,1007,535,2.6,1.3,0,168,0.0,0.3,3812,939,9.7,2.4,33250,1875,84.7,3.0,364,220,0.9,0.6,32886,1895,83.7,3.1,22516,1818,57.3,3.8,2627,815,6.7,2.1,28728,2131,73.1,4.1,2530,834,6.4,2.1,6029,1185,15.3,3.0,5945,1143,(X),(X),77,105,1.3,1.8,3949,1023,66.4,9.1,1919,584,32.3,9.0,21795,1883,(X),(X),211,154,1.0,0.7,18101,1728,83.1,4.1,3483,956,16.0,4.0,11539,1464,(X),(X),76,106,0.7,0.9,10836,1451,93.9,3.8,627,448,5.4,3.8
0500000US30031,30031,"Gallatin County, Montana",39644,1504,(X),(X),36796,1639,92.8,2.2,34799,1652,87.8,2.5,3187,765,8.0,1.9,31215,1653,78.7,3.1,1158,628,2.9,1.6,25129,1542,63.4,3.4,308,278,0.8,0.7,1091,523,2.8,1.3,33,77,0.1,0.2,2848,859,7.2,2.2,33513,1723,84.5,3.1,269,207,0.7,0.5,33244,1725,83.9,3.1,27778,1947,70.1,3.8,2517,736,6.3,1.9,28334,1846,71.5,3.5,3560,750,9.0,2.0,6131,1250,15.5,3.1,6359,1294,(X),(X),155,169,2.4,2.6,3348,890,52.6,11.9,2856,1051,44.9,12.1,17386,1697,(X),(X),87,114,0.5,0.7,15202,1625,87.4,3.7,2097,672,12.1,3.7,15899,1624,(X),(X),27,43,0.2,0.3,14694,1563,92.4,3.8,1178,620,7.4,3.8
0500000US30049,30049,"Lewis and Clark County, Montana",27283,1043,(X),(X),24702,1281,90.5,3.0,22459,1384,82.3,3.9,3841,912,14.1,3.3,18418,1201,67.5,3.5,1416,687,5.2,2.5,14822,1042,54.3,3.9,481,388,1.8,1.4,338,268,1.2,1.0,0,168,0.0,0.4,2581,805,9.5,3.0,23158,1352,84.9,3.7,280,239,1.0,0.9,22878,1363,83.9,3.7,13249,1335,48.6,4.8,1307,569,4.8,2.1,19768,1451,72.5,4.2,2317,580,8.5,2.2,4125,1019,15.1,3.7,3524,859,(X),(X),80,135,2.3,3.8,2244,671,63.7,13.5,1200,582,34.1,13.1,12283,1285,(X),(X),144,161,1.2,1.3,9887,1186,80.5,6.1,2252,814,18.3,6.0,11476,1239,(X),(X),56,103,0.5,0.9,10747,1220,93.6,2.4,673,262,5.9,2.3
0500000US30063,30063,"Missoula County, Montana",47725,1317,(X),(X),43637,1596,91.4,2.0,40036,1724,83.9,3.0,4117,1008,8.6,2.1,36828,1982,77.2,3.3,1472,678,3.1,1.4,29190,1906,61.2,3.6,674,375,1.4,0.8,957,441,2.0,0.9,0,168,0.0,0.2,4088,957,8.6,2.0,40525,1701,84.9,2.8,157,143,0.3,0.3,40368,1707,84.6,2.8,32508,1809,68.1,3.3,3272,857,6.9,1.8,35410,1771,74.2,3.3,2769,867,5.8,1.8,7200,1354,15.1,2.8,10121,1548,(X),(X),53,65,0.5,0.7,6785,1379,67.0,9.5,3283,1104,32.4,9.5,22559,1653,(X),(X),78,120,0.3,0.5,19257,1685,85.4,3.8,3224,844,14.3,3.7,15045,1545,(X),(X),26,43,0.2,0.3,14326,1554,95.2,2.8,693,428,4.6,2.8
0500000US30111,30111,"Yellowstone County, Montana",65019,1450,(X),(X),59437,1792,91.4,1.8,53394,2097,82.1,2.7,7273,1246,11.2,1.9,48128,2123,74.0,2.6,3411,1070,5.2,1.6,35156,2018,54.1,3.0,673,385,1.0,0.6,1388,490,2.1,0.8,0,168,0.0,0.2,5582,1208,8.6,1.8,54078,1728,83.2,2.3,350,215,0.5,0.3,53728,1787,82.6,2.4,42285,1965,65.0,2.9,4397,1011,6.8,1.6,45793,1842,70.4,2.5,4392,959,6.8,1.5,10941,1577,16.8,2.3,8508,1205,(X),(X),71,119,0.8,1.4,4540,1086,53.4,10.0,3897,992,45.8,10.0,32657,2195,(X),(X),213,162,0.7,0.5,26989,2129,82.6,3.5,5455,1208,16.7,3.5,23854,1831,(X),(X),66,80,0.3,0.3,22199,1896,93.1,2.9,1589,678,6.7,2.8
0500000US31055,31055,"Douglas County, Nebraska",214073,2230,(X),(X),191342,2769,89.4,1.0,171271,2974,80.0,1.3,19816,1851,9.3,0.9,162368,3123,75.8,1.1,10488,1402,4.9,0.7,128232,3651,59.9,1.6,2280,771,1.1,0.4,4231,674,2.0,0.3,0,159,0.0,0.1,22731,2097,10.6,1.0,179003,3167,83.6,1.2,1686,565,0.8,0.3,177317,3252,82.8,1.3,151962,3480,71.0,1.4,21018,2356,9.8,1.1,152233,3208,71.1,1.3,7852,1273,3.7,0.6,35070,2594,16.4,1.2,31825,2171,(X),(X),242,234,0.8,0.7,18436,1993,57.9,4.7,13147,1696,41.3,4.7,96992,3680,(X),(X),829,370,0.9,0.4,78587,3600,81.0,1.9,17576,1921,18.1,1.9,85256,2990,(X),(X),615,384,0.7,0.4,80294,2768,94.2,1.4,4347,1198,5.1,1.4
0500000US31109,31109,"Lancaster County, Nebraska",122027,2130,(X),(X),112619,2630,92.3,1.2,102195,2625,83.7,1.6,10157,1243,8.3,1.0,96360,2485,79.0,1.5,5130,1196,4.2,1.0,78187,2520,64.1,2.0,978,407,0.8,0.3,2972,672,2.4,0.6,81,132,0.1,0.1,9408,1499,7.7,1.2,105606,2665,86.5,1.7,310,217,0.3,0.2,105296,2671,86.3,1.7,90674,2558,74.3,1.8,11159,1429,9.1,1.2,90420,3168,74.1,2.0,6537,1365,5.4,1.1,16421,2103,13.5,1.7,17517,2146,(X),(X),92,92,0.5,0.5,12415,1631,70.9,5.8,5010,1294,28.6,5.8,59295,2793,(X),(X),212,196,0.4,0.3,49363,2914,83.2,2.7,9720,1626,16.4,2.7,45215,2010,(X),(X),6,10,0.0,0.1,43518,2074,96.2,1.4,1691,625,3.7,1.4
0500000US31153,31153,"Sarpy County, Nebraska",64863,949,(X),(X),60860,1182,93.8,1.4,56081,1447,86.5,2.0,4890,785,7.5,1.2,53077,1233,81.8,1.8,2074,679,3.2,1.0,46077,1510,71.0,2.2,490,306,0.8,0.5,1697,595,2.6,0.9,0,159,0.0,0.2,4003,949,6.2,1.4,57335,1346,88.4,1.9,71,122,0.1,0.2,57264,1331,88.3,1.8,51449,1425,79.3,2.1,4074,799,6.3,1.2,52199,1489,80.5,2.1,3288,671,5.1,1.0,7528,1238,11.6,1.9,5187,1204,(X),(X),0,159,0.0,2.0,3291,815,63.4,10.8,1896,797,36.6,10.8,27869,1754,(X),(X),71,122,0.3,0.4,23913,1656,85.8,2.7,3885,775,13.9,2.6,31807,1712,(X),(X),0,159,0.0,0.3,30060,1579,94.5,2.5,1747,811,5.5,2.5
0500000US32003,32003,"Clark County, Nevada",755258,5554,(X),(X),688493,6620,91.2,0.5,585662,7578,77.5,0.8,51959,3144,6.9,0.4,609100,6922,80.6,0.7,63437,4380,8.4,0.6,443159,8060,58.7,0.9,5444,1233,0.7,0.2,18219,1887,2.4,0.3,160,136,0.0,0.1,66765,3860,8.8,0.5,609797,7930,80.7,0.8,3021,734,0.4,0.1,606776,8026,80.3,0.8,500302,7437,66.2,0.8,80948,3820,10.7,0.5,508968,7627,67.4,0.9,46465,2772,6.2,0.4,145461,6068,19.3,0.8,118961,5577,(X),(X),417,256,0.4,0.2,70080,4299,58.9,2.4,48464,3698,40.7,2.4,374616,6427,(X),(X),1975,634,0.5,0.2,293813,6727,78.4,1.2,78828,4847,21.0,1.2,261681,6875,(X),(X),629,319,0.2,0.1,242883,6977,92.8,0.9,18169,2249,6.9,0.8
0500000US32031,32031,"Washoe County, Nevada",174726,1883,(X),(X),159163,2444,91.1,0.9,141349,2696,80.9,1.3,15877,1859,9.1,1.1,136614,3163,78.2,1.4,10612,1763,6.1,1.0,98695,3479,56.5,1.8,1030,516,0.6,0.3,11657,2073,6.7,1.2,88,126,0.1,0.1,15563,1605,8.9,0.9,144662,2900,82.8,1.4,591,369,0.3,0.2,144071,2880,82.5,1.4,118648,3811,67.9,2.0,15534,2010,8.9,1.1,123715,3149,70.8,1.6,12589,1455,7.2,0.8,30064,2468,17.2,1.4,25607,2191,(X),(X),43,70,0.2,0.3,15283,1834,59.7,5.0,10281,1548,40.1,5.0,82021,2982,(X),(X),476,341,0.6,0.4,66277,2906,80.8,2.3,15268,2086,18.6,2.4,67098,2606,(X),(X),72,119,0.1,0.2,62511,2455,93.2,1.6,4515,1101,6.7,1.6
